Country,"GDP( migrant(s)/1,000 population)"
Afghanistan,19000.0
Albania,15690.0
Algeria,173800.0
American Samoa,500.0
Andorra,1300.0
Angola,18360.0
Anguilla,104.0
Antigua and Barbuda,750.0
Argentina,403800.0
Armenia,12130.0
Aruba,1940.0
Australia,525500.0
Austria,227700.0
Azerbaijan,28610.0
"Bahamas, The",4590.0
Bahrain,9910.0
Bangladesh,238200.0
Barbados,4153.0
Belarus,90190.0
Belgium,299700.0
Belize,1280.0
Benin,7380.0
Bermuda,2250.0
Bhutan,2700.0
Bolivia,21150.0
Bosnia and Herzegovina,7300.0
Botswana,13480.0
Brazil,1376000.0
British Virgin Islands,320.0
Brunei,6500.0
Bulgaria,49230.0
Burkina Faso,14510.0
Burma,73690.0
Burundi,3146.0
Cambodia,20420.0
Cameroon,26840.0
Canada,934100.0
Cape Verde,600.0
Cayman Islands,1270.0
Central African Republic,4296.0
Chad,9297.0
Chile,156100.0
China,5989000.0
Christmas Island,NA
Cocos (Keeling) Islands,NA
Colombia,251600.0
Comoros,441.0
"Congo, Democratic Republic of the",34000.0
"Congo, Republic of the",2500.0
Cook Islands,105.0
Costa Rica,32000.0
Cote d'Ivoire,24030.0
Croatia,43120.0
Cuba,30690.0
Cyprus,9400.0
Czech Republic,157100.0
Denmark,155300.0
Djibouti,619.0
Dominica,380.0
Dominican Republic,53780.0
East Timor,440.0
Ecuador,42650.0
Egypt,289800.0
El Salvador,29410.0
Equatorial Guinea,1270.0
Eritrea,3300.0
Estonia,15520.0
Ethiopia,48530.0
Falkland Islands (Islas Malvinas),75.0
Faroe Islands,1000.0
Fiji,4822.0
Finland,133800.0
France,1558000.0
French Guiana,2260.0
French Polynesia,1300.0
Gabon,8354.0
"Gambia, The",2582.0
Gaza Strip,735.0
Georgia,16050.0
Germany,2160000.0
Ghana,41250.0
Gibraltar,500.0
Greece,203300.0
Greenland,1100.0
Grenada,440.0
Guadeloupe,3700.0
Guam,3200.0
Guatemala,53200.0
Guernsey,1300.0
Guinea,18690.0
Guinea-Bissau,901.4
Guyana,2628.0
Haiti,10600.0
Honduras,16290.0
Hong Kong,198500.0
Hungary,134000.0
Iceland,8444.0
India,2664000.0
Indonesia,714200.0
Iran,458300.0
Iraq,58000.0
Ireland,113700.0
Israel,117400.0
Italy,1455000.0
Jamaica,10080.0
Japan,3651000.0
Jersey,2200.0
Jordan,22630.0
Kazakhstan,120000.0
Kenya,32890.0
Kiribati,79.0
"Korea, North",22260.0
"Korea, South",941500.0
Kuwait,36850.0
Kyrgyzstan,13880.0
Laos,10400.0
Latvia,20990.0
Lebanon,17610.0
Lesotho,5106.0
Liberia,3116.0
Libya,33360.0
Liechtenstein,825.0
Lithuania,30080.0
Luxembourg,21940.0
Macau,8600.0
"Macedonia, The Former Yugoslav Republic of",10570.0
Madagascar,12590.0
Malawi,6811.0
Malaysia,198400.0
Maldives,1250.0
Mali,9775.0
Malta,6818.0
"Man, Isle of",1600.0
Marshall Islands,115.0
Martinique,4500.0
Mauritania,4891.0
Mauritius,12150.0
Mayotte,85.0
Mexico,924400.0
"Micronesia, Federated States of",277.0
Moldova,11510.0
Monaco,870.0
Mongolia,5060.0
Montserrat,29.0
Morocco,121800.0
Mozambique,19520.0
Namibia,13150.0
Nauru,60.0
Nepal,37320.0
Netherlands,437800.0
Netherlands Antilles,2400.0
New Caledonia,3000.0
New Zealand,78400.0
Nicaragua,11160.0
Niger,8713.0
Nigeria,112500.0
Niue,7.6
Norfolk Island,NA
Northern Mariana Islands,900.0
Norway,149100.0
Oman,22400.0
Pakistan,295300.0
Palau,174.0
Panama,18060.0
Papua New Guinea,10860.0
Paraguay,25190.0
Peru,138800.0
Philippines,379700.0
Pitcairn Islands,NA
Poland,373200.0
Portugal,195200.0
Puerto Rico,43010.0
Qatar,15910.0
Reunion,4174.0
Romania,169300.0
Russia,1409000.0
Rwanda,8920.0
Saint Helena,18.0
Saint Kitts and Nevis,339.0
Saint Lucia,866.0
Saint Pierre and Miquelon,74.0
Saint Vincent and the Grenadines,339.0
Samoa,1000.0
San Marino,940.0
Sao Tome and Principe,200.0
Saudi Arabia,268900.0
Senegal,15640.0
Serbia and Montenegro,23150.0
Seychelles,626.0
Sierra Leone,2826.0
Singapore,112400.0
Slovakia,67340.0
Slovenia,37060.0
Solomon Islands,800.0
Somalia,4270.0
South Africa,427700.0
Spain,850700.0
Sri Lanka,73700.0
Sudan,52900.0
Suriname,1469.0
Svalbard,NA
Swaziland,5542.0
Sweden,230700.0
Switzerland,233400.0
Syria,63480.0
Taiwan,406000.0
Tajikistan,8476.0
Tanzania,20420.0
Thailand,445800.0
Togo,7594.0
Tokelau,1.5
Tonga,236.0
Trinidad and Tobago,11070.0
Tunisia,67130.0
Turkey,489700.0
Turkmenistan,31340.0
Turks and Caicos Islands,231.0
Tuvalu,12.2
Uganda,30490.0
Ukraine,218000.0
United Arab Emirates,53970.0
United Kingdom,1528000.0
United States,10450000.0
Uruguay,26820.0
Uzbekistan,66060.0
Vanuatu,563.0
Venezuela,131700.0
Vietnam,183800.0
Virgin Islands,2400.0
Wallis and Futuna,30.0
West Bank,1700.0
Western Sahara,NA
World,49000000.0
Yemen,15070.0
Zambia,8240.0
Zimbabwe,26070.0
